No.,측정일시,URL,사이트명,페이지상세,네트워크,Performance Score,상태,FCP (초),LCP (초),TBT (ms),Speed Index,측정시간,주요 문제점,개선 제안
284,2025. 12. 17 오후 11:19:58,https://koreanssan.com/market,대한민국농수산,상품목록,Mobile 4G,0,실패,-,-,-,-,55초,HTTP 500,다시 시도 필요
285,2025. 12. 17 오후 11:19:58,https://koreanssan.com/shop_view/?idx=395,대한민국농수산,상품상세,Mobile 4G,25,개선 필요,15.08,16.58,1871,18.29,49초,"Speed Index, 글꼴 표시, 사용하지 않는 CSS 줄이기, 자바스크립트 줄이기, 네트워크 종속 항목 트리",Speed Index: 18.3 초 | 글꼴 표시: 예상 절감 시간: 450밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 488KiB
286,2025. 12. 17 오후 11:19:58,https://stenny.kr/,스테니,홈,Mobile 4G,42,개선 필요,7.13,34.73,529,14.06,34초,"효율적인 캐시 수명 사용, Total Blocking Time, 기본 스레드 작업 최소화하기, LCP 요청 탐색, Largest Contentful Paint","효율적인 캐시 수명 사용: 예상 절감 용량: 6,080KiB | Total Blocking Time: 530 밀리초 | 기본 스레드 작업 최소화하기: 4.2 초"
287,2025. 12. 17 오후 11:19:58,https://stenny.kr/store,스테니,상품목록,Mobile 4G,42,개선 필요,9.83,31.58,519,12.12,32초,"효율적인 캐시 수명 사용, 자바스크립트 줄이기, 자바스크립트 실행 시간 단축, 네트워크 종속 항목 트리, CSS 축소하기","효율적인 캐시 수명 사용: 예상 절감 용량: 4,811KiB | 자바스크립트 줄이기: 예상 절감 용량: 248KiB | 자바스크립트 실행 시간 단축: 1.7 초"
288,2025. 12. 17 오후 11:19:58,https://stenny.kr/shop_view/?idx=180,스테니,상품상세,Mobile 4G,34,개선 필요,7.95,41.63,926,17.46,49초,"Speed Index, 최대 첫 입력 지연 예상 시간, 강제 실행된 리플로우, 효율적인 캐시 수명 사용, 레거시 JavaScript","Speed Index: 17.5 초 | 최대 첫 입력 지연 예상 시간: 450 밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 22,520KiB"
289,2025. 12. 17 오후 11:19:58,https://sleeplab.co.kr/,슬룸,홈,Mobile 4G,6,개선 필요,21.08,78.12,1511,43.17,54초,"레거시 JavaScript, 대규모 레이아웃 변경 피하기, 네트워크 페이로드가 커지지 않도록 관리하기, 렌더링 차단 요청, 자바스크립트 줄이기","레거시 JavaScript: 예상 절감 용량: 81KiB | 대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 64,478KiB"
290,2025. 12. 17 오후 11:19:58,https://sleeplab.co.kr/all,슬룸,상품목록,Mobile 4G,30,개선 필요,21.45,62,1452,23.35,52초,"Largest Contentful Paint, 네트워크 페이로드가 커지지 않도록 관리하기, LCP 요청 탐색, 최대 첫 입력 지연 예상 시간, Time to Interactive","Largest Contentful Paint: 62.0 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 15,815KiB | 최대 첫 입력 지연 예상 시간: 2,090 밀리초"
291,2025. 12. 17 오후 11:19:58,https://sleeplab.co.kr/all/?idx=63,슬룸,상품상세,Mobile 4G,26,개선 필요,13.65,70.05,2813,33.52,57초,"자바스크립트 줄이기, 강제 실행된 리플로우, 효율적인 캐시 수명 사용, 글꼴 표시, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다","자바스크립트 줄이기: 예상 절감 용량: 317KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 35,034KiB | 글꼴 표시: 예상 절감 시간: 910밀리초"
292,2025. 12. 17 오후 11:19:58,https://daybarrier.co.kr/,데이배리어,홈,Mobile 4G,10,개선 필요,24.6,61.7,922,29.31,43초,"기본 스레드 작업 최소화하기, 레거시 JavaScript, LCP 요청 탐색, LCP 분석, 네트워크 종속 항목 트리",기본 스레드 작업 최소화하기: 6.5 초 | 레거시 JavaScript: 예상 절감 용량: 64KiB
293,2025. 12. 17 오후 11:19:58,https://daybarrier.co.kr/all,데이배리어,상품목록,Mobile 4G,2,개선 필요,16.8,51.38,2439,16.8,43초,"Speed Index, 네트워크 종속 항목 트리, 네트워크 페이로드가 커지지 않도록 관리하기, 사용하지 않는 자바스크립트 줄이기, 기본 스레드 작업 최소화하기","Speed Index: 16.8 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 12,021KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,064KiB"
294,2025. 12. 17 오후 11:19:58,https://daybarrier.co.kr/shop/?idx=62,데이배리어,상품상세,Mobile 4G,8,개선 필요,24.45,139.28,1034,24.45,46초,"글꼴 표시, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 이미지 전송 개선, 사용하지 않는 CSS 줄이기, 자바스크립트 줄이기","글꼴 표시: 예상 절감 시간: 40밀리초 | 이미지 전송 개선: 예상 절감 용량: 3,963KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 333KiB"
295,2025. 12. 17 오후 11:19:58,https://kidzplan.kr/,키즈플랜,홈,Mobile 4G,55,보통,13.43,41.48,90,15.44,37초,"네트워크 페이로드가 커지지 않도록 관리하기, 렌더링 차단 요청, Time to Interactive, 네트워크 종속 항목 트리, 자바스크립트 줄이기","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 9,363KiB | 렌더링 차단 요청: 예상 절감 시간: 13,130밀리초 | Time to Interactive: 41.8 초"
296,2025. 12. 17 오후 11:19:58,https://kidzplan.kr/15,키즈플랜,상품목록,Mobile 4G,54,보통,12.98,29.78,73,12.98,29초,"LCP 분석, 레거시 JavaScript, 기본 스레드 작업 최소화하기, Speed Index, CSS 축소하기",레거시 JavaScript: 예상 절감 용량: 43KiB | 기본 스레드 작업 최소화하기: 2.2 초 | Speed Index: 13.0 초
297,2025. 12. 17 오후 11:19:58,https://kidzplan.kr/15/?idx=1,키즈플랜,상품상세,Mobile 4G,31,개선 필요,26.55,51.3,1235,28.43,50초,"자바스크립트 줄이기, First Contentful Paint, Largest Contentful Paint, CSS 축소하기, 사용하지 않는 자바스크립트 줄이기",자바스크립트 줄이기: 예상 절감 용량: 318KiB | First Contentful Paint: 26.6 초 | Largest Contentful Paint: 51.3 초
298,2025. 12. 17 오후 11:19:58,https://www.nuzam.co.kr/,누잠,홈,Mobile 4G,31,개선 필요,6.38,33.08,1285,22.27,52초,"사용하지 않는 자바스크립트 줄이기, Total Blocking Time, CSS 축소하기, 레거시 JavaScript, 네트워크 종속 항목 트리","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,253KiB | Total Blocking Time: 1,280 밀리초 | CSS 축소하기: 예상 절감 용량: 43KiB"
299,2025. 12. 17 오후 11:33:46,https://www.nuzam.co.kr/online-shop,누잠,상품목록,Mobile 4G,32,개선 필요,6.38,33.68,719,16.03,40초,"Cumulative Layout Shift, 렌더링 차단 요청, 네트워크 종속 항목 트리, 레이아웃 변경 원인, CSS 축소하기","Cumulative Layout Shift: 0.148 | 렌더링 차단 요청: 예상 절감 시간: 4,920밀리초 | CSS 축소하기: 예상 절감 용량: 38KiB"
300,2025. 12. 17 오후 11:33:46,https://www.nuzam.co.kr/shop_view/?idx=2526,누잠,상품상세,Mobile 4G,28,개선 필요,8.85,69.9,1811,30.77,54초,"렌더링 차단 요청, 기본 스레드 작업 최소화하기, 자바스크립트 줄이기, Total Blocking Time, CSS 축소하기","렌더링 차단 요청: 예상 절감 시간: 7,050밀리초 | 기본 스레드 작업 최소화하기: 12.5 초 | 자바스크립트 줄이기: 예상 절감 용량: 318KiB"
301,2025. 12. 17 오후 11:33:46,https://lenssis-ko.com/,렌시스,홈,Mobile 4G,34,개선 필요,9.3,42.23,875,18.7,43초,"네트워크 종속 항목 트리, LCP 요청 탐색, Speed Index, LCP 분석, First Contentful Paint",Speed Index: 18.7 초 | First Contentful Paint: 9.3 초
302,2025. 12. 17 오후 11:33:46,https://lenssis-ko.com/251,렌시스,상품목록,Mobile 4G,26,개선 필요,13.05,31.66,1147,13.05,38초,"레이아웃 변경 원인, 효율적인 캐시 수명 사용, Total Blocking Time, 네트워크 종속 항목 트리, 이미지 전송 개선","효율적인 캐시 수명 사용: 예상 절감 용량: 4,621KiB | Total Blocking Time: 1,150 밀리초 | 이미지 전송 개선: 예상 절감 용량: 688KiB"
303,2025. 12. 17 오후 11:33:46,https://lenssis-ko.com/251/?idx=304,렌시스,상품상세,Mobile 4G,27,개선 필요,18.75,50.93,2222,19.45,46초,"효율적인 캐시 수명 사용, 최대 첫 입력 지연 예상 시간, 자바스크립트 실행 시간 단축, 강제 실행된 리플로우, First Contentful Paint","효율적인 캐시 수명 사용: 예상 절감 용량: 33,628KiB | 최대 첫 입력 지연 예상 시간: 1,160 밀리초 | 자바스크립트 실행 시간 단축: 4.9 초"
304,2025. 12. 17 오후 11:33:46,https://miraclesydney.co.kr/,미라클 시드니,홈,Mobile 4G,8,개선 필요,9.68,30.68,1065,17.09,42초,"네트워크 페이로드가 커지지 않도록 관리하기, 기본 스레드 작업 최소화하기, 최대 첫 입력 지연 예상 시간, First Contentful Paint, 글꼴 표시","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 21,038KiB | 기본 스레드 작업 최소화하기: 6.9 초 | 최대 첫 입력 지연 예상 시간: 340 밀리초"
305,2025. 12. 17 오후 11:33:46,https://miraclesydney.co.kr/all,미라클 시드니,상품목록,Mobile 4G,30,개선 필요,7.73,10.65,1406,18.93,44초,"이미지 전송 개선, Total Blocking Time, LCP 분석, 사용하지 않는 CSS 줄이기, 최대 첫 입력 지연 예상 시간","이미지 전송 개선: 예상 절감 용량: 221KiB | Total Blocking Time: 1,410 밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 318KiB"
306,2025. 12. 17 오후 11:33:46,https://miraclesydney.co.kr/shop_view/?idx=1,미라클 시드니,상품상세,Mobile 4G,5,개선 필요,8.85,37.78,1447,24.91,47초,"Largest Contentful Paint, 자바스크립트 실행 시간 단축, 레이아웃 변경 원인, LCP 분석, 자바스크립트 줄이기",Largest Contentful Paint: 37.8 초 | 자바스크립트 실행 시간 단축: 5.3 초 | 자바스크립트 줄이기: 예상 절감 용량: 289KiB
307,2025. 12. 17 오후 11:33:46,https://www.rangcompany.com/,랑컴퍼니,홈,Mobile 4G,9,개선 필요,5.13,95.88,1276,11.83,32초,"사용하지 않는 CSS 줄이기, Time to Interactive, 문서 요청 지연 시간, 레거시 JavaScript, Speed Index",사용하지 않는 CSS 줄이기: 예상 절감 용량: 312KiB | Time to Interactive: 101.4 초 | 문서 요청 지연 시간: 예상 절감 시간: 350밀리초
308,2025. 12. 17 오후 11:33:46,https://www.rangcompany.com/products,랑컴퍼니,상품목록,Mobile 4G,35,개선 필요,5.06,19.46,1021,9.2,52초,"Total Blocking Time, 사용하지 않는 자바스크립트 줄이기, 강제 실행된 리플로우, 여러 차례의 페이지 리디렉션 피하기, 문서 요청 지연 시간","Total Blocking Time: 1,020 밀리초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 545KiB | 여러 차례의 페이지 리디렉션 피하기: 예상 절감 시간: 780밀리초"
309,2025. 12. 17 오후 11:33:46,https://www.rangcompany.com/products/?idx=398,랑컴퍼니,상품상세,Mobile 4G,35,개선 필요,6.03,27.5,906,11.11,57초,"기본 스레드 작업 최소화하기, 네트워크 페이로드가 커지지 않도록 관리하기, 사용하지 않는 자바스크립트 줄이기, 강제 실행된 리플로우, 자바스크립트 줄이기","기본 스레드 작업 최소화하기: 4.8 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 5,497KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,308KiB"
310,2025. 12. 17 오후 11:33:46,https://getvenus.co.kr/,겟비너스,홈,Mobile 4G,4,개선 필요,25.28,57.15,1570,25.28,46초,"효율적인 캐시 수명 사용, 이미지 전송 개선, 렌더링 차단 요청, 레거시 JavaScript, Speed Index","효율적인 캐시 수명 사용: 예상 절감 용량: 9,338KiB | 이미지 전송 개선: 예상 절감 용량: 2,729KiB | 렌더링 차단 요청: 예상 절감 시간: 26,180밀리초"
311,2025. 12. 17 오후 11:33:46,https://getvenus.co.kr/shopping,겟비너스,상품목록,Mobile 4G,3,개선 필요,28.96,52.51,2082,28.96,39초,"대규모 레이아웃 변경 피하기, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 사용하지 않는 CSS 줄이기, 레거시 JavaScript, Speed Index",대규모 레이아웃 변경 피하기: 레이아웃 변경 2건 발견 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 343KiB | 레거시 JavaScript: 예상 절감 용량: 67KiB
312,2025. 12. 17 오후 11:33:46,https://getvenus.co.kr/shop/?idx=206,겟비너스,상품상세,Mobile 4G,2,개선 필요,20.78,76.72,2372,22.55,55초,"이미지 전송 개선, 네트워크 종속 항목 트리, 최대 첫 입력 지연 예상 시간, Largest Contentful Paint, 효율적인 캐시 수명 사용","이미지 전송 개선: 예상 절감 용량: 6,464KiB | 최대 첫 입력 지연 예상 시간: 1,320 밀리초 | Largest Contentful Paint: 76.7 초"
313,2025. 12. 17 오후 11:33:46,https://researchers.kr/,리서쳐스,홈,Mobile 4G,30,개선 필요,30.58,76.35,79,30.58,35초,"글꼴 표시, First Contentful Paint, Largest Contentful Paint, Time to Interactive, 효율적인 캐시 수명 사용",글꼴 표시: 예상 절감 시간: 120밀리초 | First Contentful Paint: 30.6 초 | Largest Contentful Paint: 76.4 초
