No.,측정일시,URL,사이트명,페이지상세,네트워크,Performance Score,상태,FCP (초),LCP (초),TBT (ms),Speed Index,측정시간,주요 문제점,개선 제안
140,2025. 12. 16 오후 4:12:07,https://ilenol.com/,아이레놀,홈,Mobile 4G,8,개선 필요,13.8,51.83,1033,23.96,44초,"대규모 레이아웃 변경 피하기, 강제 실행된 리플로우, 사용하지 않는 자바스크립트 줄이기, 이미지 전송 개선, 효율적인 캐시 수명 사용","대규모 레이아웃 변경 피하기: 레이아웃 변경 6건 발견 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,442KiB | 이미지 전송 개선: 예상 절감 용량: 3,116KiB"
141,2025. 12. 16 오후 4:12:07,https://ilenol.com/allproduct,아이레놀,상품목록,Mobile 4G,52,보통,13.95,37.35,205,13.95,28초,"글꼴 표시, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, LCP 분석, 기본 스레드 작업 최소화하기, LCP 요청 탐색",글꼴 표시: 예상 절감 시간: 50밀리초 | 기본 스레드 작업 최소화하기: 3.2 초
142,2025. 12. 16 오후 4:12:07,https://ilenol.com/137/?idx=1429,아이레놀,상품상세,Mobile 4G,2,개선 필요,16.58,79.43,2459,47.88,128초,"네트워크 페이로드가 커지지 않도록 관리하기, 효율적인 캐시 수명 사용, 기본 스레드 작업 최소화하기, Cumulative Layout Shift, 렌더링 차단 요청","네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 31,739KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 10,800KiB | 기본 스레드 작업 최소화하기: 16.4 초"
143,2025. 12. 16 오후 4:12:07,https://nelna.shop,낼라삽,홈,Mobile 4G,39,개선 필요,7.84,52.44,604,18.23,46초,"기본 스레드 작업 최소화하기, Total Blocking Time, 글꼴 표시, CSS 축소하기, 네트워크 페이로드가 커지지 않도록 관리하기",기본 스레드 작업 최소화하기: 6.7 초 | Total Blocking Time: 600 밀리초 | 글꼴 표시: 예상 절감 시간: 220밀리초
144,2025. 12. 16 오후 4:12:07,https://nelna.shop/shop-all,낼라삽,상품목록,Mobile 4G,36,개선 필요,8.82,32.39,795,15.23,48초,"강제 실행된 리플로우, Time to Interactive, 네트워크 페이로드가 커지지 않도록 관리하기, 기본 스레드 작업 최소화하기, Total Blocking Time","Time to Interactive: 38.5 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 19,327KiB | 기본 스레드 작업 최소화하기: 6.5 초"
145,2025. 12. 16 오후 4:12:07,https://nelna.shop/shop-all/?idx=7417,낼라삽,상품상세,Mobile 4G,17,개선 필요,9.02,37.48,1742,18.47,55초,"사용하지 않는 자바스크립트 줄이기, 레이아웃 변경 원인, 강제 실행된 리플로우, Largest Contentful Paint, 레거시 JavaScript","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,659KiB | Largest Contentful Paint: 37.5 초 | 레거시 JavaScript: 예상 절감 용량: 85KiB"
146,2025. 12. 16 오후 4:12:07,https://madamjoo.store,마담주,홈,Mobile 4G,2,개선 필요,6.38,189.86,2362,31.1,139초,"사용하지 않는 자바스크립트 줄이기, 효율적인 캐시 수명 사용, First Contentful Paint, 자바스크립트 실행 시간 단축, 이미지 전송 개선","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,833KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 51,100KiB | First Contentful Paint: 6.4 초"
147,2025. 12. 16 오후 4:12:07,https://madamjoo.store/291,마담주,상품목록,Mobile 4G,11,개선 필요,6,96.75,1548,16.95,43초,"사용하지 않는 자바스크립트 줄이기, 네트워크 페이로드가 커지지 않도록 관리하기, 레이아웃 변경 원인, 사용하지 않는 CSS 줄이기, LCP 요청 탐색","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 984KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 28,815KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 547KiB"
148,2025. 12. 16 오후 4:12:07,https://madamjoo.store/299/?idx=5293,마담주,상품상세,Mobile 4G,28,개선 필요,7.05,44.33,1833,19.06,47초,"레거시 JavaScript, 네트워크 종속 항목 트리, 렌더링 차단 요청, 글꼴 표시, LCP 분석","레거시 JavaScript: 예상 절감 용량: 47KiB | 렌더링 차단 요청: 예상 절감 시간: 5,200밀리초 | 글꼴 표시: 예상 절감 시간: 80밀리초"
149,2025. 12. 16 오후 4:12:07,https://koreanssan.com/,대한민국농수산,홈,Mobile 4G,46,개선 필요,11.7,15.98,394,14.03,29초,"효율적인 캐시 수명 사용, 네트워크 종속 항목 트리, First Contentful Paint, Total Blocking Time, 자바스크립트 줄이기","효율적인 캐시 수명 사용: 예상 절감 용량: 7,068KiB | First Contentful Paint: 11.7 초 | Total Blocking Time: 390 밀리초"
150,2025. 12. 16 오후 4:27:13,https://koreanssan.com/market,대한민국농수산,상품목록,Mobile 4G,0,실패,-,-,-,-,240초,HTTP 502,다시 시도 필요
151,2025. 12. 16 오후 4:27:13,https://koreanssan.com/shop_view/?idx=395,대한민국농수산,상품상세,Mobile 4G,11,개선 필요,9,21.08,3107,15.74,43초,"이미지 전송 개선, Largest Contentful Paint, 레이아웃 변경 원인, Speed Index, 글꼴 표시",이미지 전송 개선: 예상 절감 용량: 721KiB | Largest Contentful Paint: 21.1 초 | Speed Index: 15.7 초
152,2025. 12. 16 오후 4:27:13,https://stenny.kr/,스테니,홈,Mobile 4G,39,개선 필요,7.13,32.18,658,13.37,38초,"이미지 전송 개선, 사용하지 않는 자바스크립트 줄이기, First Contentful Paint, 렌더링 차단 요청, Time to Interactive","이미지 전송 개선: 예상 절감 용량: 1,277KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 908KiB | First Contentful Paint: 7.1 초"
153,2025. 12. 16 오후 4:27:13,https://stenny.kr/store,스테니,상품목록,Mobile 4G,37,개선 필요,9.68,31.58,760,12.25,30초,"Speed Index, Total Blocking Time, 효율적인 캐시 수명 사용, 사용하지 않는 CSS 줄이기, First Contentful Paint","Speed Index: 12.2 초 | Total Blocking Time: 760 밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 4,814KiB"
154,2025. 12. 16 오후 4:27:13,https://stenny.kr/shop_view/?idx=180,스테니,상품상세,Mobile 4G,29,개선 필요,8.03,41.18,1526,18.44,53초,"자바스크립트 실행 시간 단축, 이미지 전송 개선, 강제 실행된 리플로우, Speed Index, CSS 축소하기","자바스크립트 실행 시간 단축: 5.2 초 | 이미지 전송 개선: 예상 절감 용량: 12,881KiB | Speed Index: 18.4 초"
155,2025. 12. 16 오후 4:27:13,https://sleeplab.co.kr/,슬룸,홈,Mobile 4G,27,개선 필요,13.43,98.05,2062,23.3,52초,"CSS 축소하기, Time to Interactive, 자바스크립트 실행 시간 단축, 최대 첫 입력 지연 예상 시간, First Contentful Paint",CSS 축소하기: 예상 절감 용량: 47KiB | Time to Interactive: 108.4 초 | 자바스크립트 실행 시간 단축: 6.6 초
156,2025. 12. 16 오후 4:27:13,https://sleeplab.co.kr/all,슬룸,상품목록,Mobile 4G,34,개선 필요,21.38,63.59,948,23.43,41초,"LCP 분석, Largest Contentful Paint, Total Blocking Time, CSS 축소하기, 강제 실행된 리플로우",Largest Contentful Paint: 63.6 초 | Total Blocking Time: 950 밀리초 | CSS 축소하기: 예상 절감 용량: 31KiB
157,2025. 12. 16 오후 4:27:13,https://sleeplab.co.kr/all/?idx=63,슬룸,상품상세,Mobile 4G,28,개선 필요,14.7,69.68,1747,30.48,44초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 사용하지 않는 CSS 줄이기, Time to Interactive, 자바스크립트 줄이기, 렌더링 차단 요청",사용하지 않는 CSS 줄이기: 예상 절감 용량: 499KiB | Time to Interactive: 78.0 초 | 자바스크립트 줄이기: 예상 절감 용량: 317KiB
158,2025. 12. 16 오후 4:27:13,https://daybarrier.co.kr/,데이배리어,홈,Mobile 4G,4,개선 필요,20.85,60.23,1579,27.74,53초,"효율적인 캐시 수명 사용, 사용하지 않는 자바스크립트 줄이기, 사용하지 않는 CSS 줄이기, Time to Interactive, Speed Index","효율적인 캐시 수명 사용: 예상 절감 용량: 13,501KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,222KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 342KiB"
159,2025. 12. 16 오후 4:27:13,https://daybarrier.co.kr/all,데이배리어,상품목록,Mobile 4G,9,개선 필요,24.75,50.02,989,24.75,39초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 효율적인 캐시 수명 사용, 강제 실행된 리플로우, 이미지 전송 개선, Largest Contentful Paint","효율적인 캐시 수명 사용: 예상 절감 용량: 9,902KiB | 이미지 전송 개선: 예상 절감 용량: 849KiB | Largest Contentful Paint: 50.0 초"
160,2025. 12. 16 오후 4:27:13,https://daybarrier.co.kr/shop/?idx=62,데이배리어,상품상세,Mobile 4G,11,개선 필요,21.3,138.31,809,26.59,41초,"CSS 축소하기, Total Blocking Time, LCP 분석, 사용하지 않는 CSS 줄이기, 최대 첫 입력 지연 예상 시간",CSS 축소하기: 예상 절감 용량: 40KiB | Total Blocking Time: 810 밀리초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 333KiB
161,2025. 12. 16 오후 4:27:13,https://kidzplan.kr/,키즈플랜,홈,Mobile 4G,55,보통,13.35,40.13,83,13.35,32초,"사용하지 않는 CSS 줄이기, First Contentful Paint, Time to Interactive, LCP 요청 탐색, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다",사용하지 않는 CSS 줄이기: 예상 절감 용량: 337KiB | First Contentful Paint: 13.4 초 | Time to Interactive: 40.4 초
162,2025. 12. 16 오후 4:27:13,https://kidzplan.kr/15,키즈플랜,상품목록,Mobile 4G,55,보통,13.05,29.87,59,13.05,23초,"Speed Index, 사용하지 않는 CSS 줄이기, 자바스크립트 줄이기, 레거시 JavaScript, CSS 축소하기",Speed Index: 13.1 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 322KiB | 자바스크립트 줄이기: 예상 절감 용량: 232KiB
163,2025. 12. 16 오후 4:27:13,https://kidzplan.kr/15/?idx=1,키즈플랜,상품상세,Mobile 4G,33,개선 필요,26.55,50.7,1030,27.48,49초,"이미지 전송 개선, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 자바스크립트 줄이기, 렌더링 차단 요청, 강제 실행된 리플로우","이미지 전송 개선: 예상 절감 용량: 1,169KiB | 자바스크립트 줄이기: 예상 절감 용량: 318KiB | 렌더링 차단 요청: 예상 절감 시간: 17,800밀리초"
164,2025. 12. 16 오후 4:27:13,https://www.nuzam.co.kr/,누잠,홈,Mobile 4G,33,개선 필요,9.08,45.08,1021,24.01,102초,"Time to Interactive, 강제 실행된 리플로우, 네트워크 종속 항목 트리, 이미지 전송 개선, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다",Time to Interactive: 46.3 초 | 이미지 전송 개선: 예상 절감 용량: 410KiB
165,2025. 12. 16 오후 4:43:32,https://www.nuzam.co.kr/online-shop,누잠,상품목록,Mobile 4G,34,개선 필요,8.03,33.53,592,14.73,38초,"대규모 레이아웃 변경 피하기, LCP 요청 탐색, 글꼴 표시, CSS 축소하기, 사용하지 않는 CSS 줄이기",대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | 글꼴 표시: 예상 절감 시간: 30밀리초 | CSS 축소하기: 예상 절감 용량: 38KiB
166,2025. 12. 16 오후 4:43:32,https://www.nuzam.co.kr/shop_view/?idx=2526,누잠,상품상세,Mobile 4G,28,개선 필요,6.75,69.53,1926,28.79,60초,"First Contentful Paint, 최대 첫 입력 지연 예상 시간, 강제 실행된 리플로우, 사용하지 않는 자바스크립트 줄이기, 초기 서버 응답 시간 단축","First Contentful Paint: 6.8 초 | 최대 첫 입력 지연 예상 시간: 1,330 밀리초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 3,083KiB"
167,2025. 12. 16 오후 4:43:32,https://lenssis-ko.com/,렌시스,홈,Mobile 4G,11,개선 필요,13.5,39.68,1094,19.12,42초,"자바스크립트 실행 시간 단축, Cumulative Layout Shift, 대규모 레이아웃 변경 피하기, Total Blocking Time, First Contentful Paint",자바스크립트 실행 시간 단축: 4.2 초 | Cumulative Layout Shift: 0.501 | 대규모 레이아웃 변경 피하기: 레이아웃 변경 6건 발견
168,2025. 12. 16 오후 4:43:32,https://lenssis-ko.com/251,렌시스,상품목록,Mobile 4G,26,개선 필요,13.2,32.93,2351,13.59,40초,"최대 첫 입력 지연 예상 시간, 자바스크립트 실행 시간 단축, 네트워크 페이로드가 커지지 않도록 관리하기, 자바스크립트 줄이기, Time to Interactive","최대 첫 입력 지연 예상 시간: 2,230 밀리초 | 자바스크립트 실행 시간 단축: 3.6 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 6,799KiB"
169,2025. 12. 16 오후 4:43:32,https://lenssis-ko.com/251/?idx=304,렌시스,상품상세,Mobile 4G,29,개선 필요,13.88,50.78,1522,19,43초,"렌더링 차단 요청, Total Blocking Time, LCP 분석, 효율적인 캐시 수명 사용, 강제 실행된 리플로우","렌더링 차단 요청: 예상 절감 시간: 12,870밀리초 | Total Blocking Time: 1,520 밀리초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 34,869KiB"
170,2025. 12. 16 오후 4:43:32,https://miraclesydney.co.kr/,미라클 시드니,홈,Mobile 4G,5,개선 필요,4.53,33.9,1688,18.66,49초,"강제 실행된 리플로우, 대규모 레이아웃 변경 피하기, CSS 축소하기, 기본 스레드 작업 최소화하기, 글꼴 표시",대규모 레이아웃 변경 피하기: 레이아웃 변경 15건 발견 | CSS 축소하기: 예상 절감 용량: 49KiB | 기본 스레드 작업 최소화하기: 8.8 초
171,2025. 12. 16 오후 4:43:32,https://miraclesydney.co.kr/all,미라클 시드니,상품목록,Mobile 4G,47,개선 필요,7.65,11.1,364,15.31,29초,"이미지 전송 개선, Total Blocking Time, 네트워크 페이로드가 커지지 않도록 관리하기, 자바스크립트 실행 시간 단축, Speed Index","이미지 전송 개선: 예상 절감 용량: 221KiB | Total Blocking Time: 360 밀리초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 5,158KiB"
172,2025. 12. 16 오후 4:43:32,https://miraclesydney.co.kr/shop_view/?idx=1,미라클 시드니,상품상세,Mobile 4G,5,개선 필요,9.45,38.11,1456,28.7,54초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 글꼴 표시, 이미지 전송 개선, 자바스크립트 실행 시간 단축, CSS 축소하기","글꼴 표시: 예상 절감 시간: 1,840밀리초 | 이미지 전송 개선: 예상 절감 용량: 2,029KiB | 자바스크립트 실행 시간 단축: 5.9 초"
173,2025. 12. 16 오후 4:43:32,https://www.rangcompany.com/,랑컴퍼니,홈,Mobile 4G,7,개선 필요,3.92,96.08,1944,12.63,36초,"레거시 JavaScript, Speed Index, 효율적인 캐시 수명 사용, Largest Contentful Paint, 사용하지 않는 자바스크립트 줄이기","레거시 JavaScript: 예상 절감 용량: 75KiB | Speed Index: 12.6 초 | 효율적인 캐시 수명 사용: 예상 절감 용량: 31,354KiB"
174,2025. 12. 16 오후 4:43:32,https://www.rangcompany.com/products,랑컴퍼니,상품목록,Mobile 4G,34,개선 필요,4.43,21.34,1288,7.85,56초,"사용하지 않는 자바스크립트 줄이기, 네트워크 종속 항목 트리, 네트워크 페이로드가 커지지 않도록 관리하기, 렌더링 차단 요청, 사용하지 않는 CSS 줄이기","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 628KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 30,281KiB | 렌더링 차단 요청: 예상 절감 시간: 3,950밀리초"
175,2025. 12. 16 오후 4:43:32,https://www.rangcompany.com/products/?idx=398,랑컴퍼니,상품상세,Mobile 4G,37,개선 필요,3.9,27.63,1018,9.13,52초,"최대 첫 입력 지연 예상 시간, Speed Index, 사용하지 않는 CSS 줄이기, 글꼴 표시, 사용하지 않는 자바스크립트 줄이기","최대 첫 입력 지연 예상 시간: 1,510 밀리초 | Speed Index: 9.1 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 292KiB"
176,2025. 12. 16 오후 4:43:32,https://getvenus.co.kr/,겟비너스,홈,Mobile 4G,4,개선 필요,24.9,57.75,1794,24.9,42초,"효율적인 캐시 수명 사용, 레이아웃 변경 원인, 기본 스레드 작업 최소화하기, Speed Index, 사용하지 않는 CSS 줄이기","효율적인 캐시 수명 사용: 예상 절감 용량: 9,336KiB | 기본 스레드 작업 최소화하기: 6.8 초 | Speed Index: 24.9 초"
177,2025. 12. 16 오후 4:43:32,https://getvenus.co.kr/shopping,겟비너스,상품목록,Mobile 4G,6,개선 필요,28.96,53.03,1279,28.96,39초,"자바스크립트 줄이기, 사용하지 않는 CSS 줄이기, 네트워크 페이로드가 커지지 않도록 관리하기, CSS 축소하기, 최대 첫 입력 지연 예상 시간","자바스크립트 줄이기: 예상 절감 용량: 246KiB | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 343KiB | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 10,806KiB"
178,2025. 12. 16 오후 4:43:32,https://getvenus.co.kr/shop/?idx=206,겟비너스,상품상세,Mobile 4G,3,개선 필요,20.56,76.34,2062,20.56,102초,"사용하지 않는 CSS 줄이기, 사용하지 않는 자바스크립트 줄이기, 레거시 JavaScript, 네트워크 종속 항목 트리, 이미지 전송 개선","사용하지 않는 CSS 줄이기: 예상 절감 용량: 331KiB | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,785KiB | 레거시 JavaScript: 예상 절감 용량: 89KiB"
179,2025. 12. 16 오후 4:43:32,https://researchers.kr/,리서쳐스,홈,Mobile 4G,31,개선 필요,30.58,75.45,48,30.58,33초,"기본 스레드 작업 최소화하기, 자바스크립트 줄이기, 이미지 전송 개선, Largest Contentful Paint, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다","기본 스레드 작업 최소화하기: 2.9 초 | 자바스크립트 줄이기: 예상 절감 용량: 232KiB | 이미지 전송 개선: 예상 절감 용량: 1,377KiB"
180,2025. 12. 16 오후 4:56:42,https://researchers.kr/all,리서쳐스,상품목록,Mobile 4G,55,보통,30.33,54.9,14,30.33,34초,"이미지 전송 개선, LCP 분석, 글꼴 표시, 강제 실행된 리플로우, 레거시 JavaScript","이미지 전송 개선: 예상 절감 용량: 1,154KiB | 글꼴 표시: 예상 절감 시간: 980밀리초 | 레거시 JavaScript: 예상 절감 용량: 43KiB"
181,2025. 12. 16 오후 4:56:42,https://researchers.kr/shop/?idx=71,리서쳐스,상품상세,Mobile 4G,6,개선 필요,34.5,140.1,1308,34.5,47초,"렌더링 차단 요청, CSS 축소하기, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Total Blocking Time, 강제 실행된 리플로우","렌더링 차단 요청: 예상 절감 시간: 31,220밀리초 | CSS 축소하기: 예상 절감 용량: 56KiB | Total Blocking Time: 1,310 밀리초"
182,2025. 12. 16 오후 4:56:42,https://biocom.kr/,바이오컴,홈,Mobile 4G,29,개선 필요,4.95,42.15,1777,19.15,51초,"렌더링 차단 요청, 기본 스레드 작업 최소화하기, 자바스크립트 줄이기, 강제 실행된 리플로우, 네트워크 페이로드가 커지지 않도록 관리하기","렌더링 차단 요청: 예상 절감 시간: 3,990밀리초 | 기본 스레드 작업 최소화하기: 8.9 초 | 자바스크립트 줄이기: 예상 절감 용량: 270KiB"
183,2025. 12. 16 오후 4:56:42,https://biocom.kr/all_supplements,바이오컴,상품목록,Mobile 4G,42,개선 필요,20.4,51.01,500,20.78,36초,"강제 실행된 리플로우, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 네트워크 종속 항목 트리, Speed Index, 사용하지 않는 자바스크립트 줄이기","Speed Index: 20.8 초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,141KiB"
184,2025. 12. 16 오후 4:56:42,https://biocom.kr/all_supplements/?idx=97,바이오컴,상품상세,Mobile 4G,32,개선 필요,4.65,62.1,1273,21.18,38초,"LCP 분석, 렌더링 차단 요청, 글꼴 표시, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Time to Interactive","렌더링 차단 요청: 예상 절감 시간: 3,970밀리초 | 글꼴 표시: 예상 절감 시간: 40밀리초 | Time to Interactive: 63.3 초"
185,2025. 12. 16 오후 4:56:42,https://viabello.co.kr/,비아벨로,홈,Mobile 4G,55,보통,25.2,127.79,0,25.2,36초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Speed Index, 자바스크립트 줄이기, Time to Interactive, 강제 실행된 리플로우",Speed Index: 25.2 초 | 자바스크립트 줄이기: 예상 절감 용량: 239KiB | Time to Interactive: 134.2 초
186,2025. 12. 16 오후 4:56:42,https://viabello.co.kr/product,비아벨로,상품목록,Mobile 4G,52,보통,16.88,43.05,170,16.88,38초,"LCP 분석, LCP 요청 탐색, 효율적인 캐시 수명 사용, 기본 스레드 작업 최소화하기, 네트워크 페이로드가 커지지 않도록 관리하기","효율적인 캐시 수명 사용: 예상 절감 용량: 7,572KiB | 기본 스레드 작업 최소화하기: 3.5 초 | 네트워크 페이로드가 커지지 않도록 관리하기: 총 크기: 8,919KiB"
187,2025. 12. 16 오후 4:56:42,https://viabello.co.kr/shop/?idx=190,비아벨로,상품상세,Mobile 4G,30,개선 필요,27.08,68.03,1415,27.08,57초,"First Contentful Paint, 사용하지 않는 CSS 줄이기, Time to Interactive, 네트워크 종속 항목 트리, Total Blocking Time",First Contentful Paint: 27.1 초 | 사용하지 않는 CSS 줄이기: 예상 절감 용량: 414KiB | Time to Interactive: 74.6 초
188,2025. 12. 16 오후 4:56:42,https://www.homuro.co.kr/,호무로,홈,Mobile 4G,35,개선 필요,8.85,58.64,858,29.61,108초,"사용하지 않는 CSS 줄이기, 최대 첫 입력 지연 예상 시간, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Time to Interactive, First Contentful Paint","사용하지 않는 CSS 줄이기: 예상 절감 용량: 694KiB | 최대 첫 입력 지연 예상 시간: 1,280 밀리초 | Time to Interactive: 60.0 초"
189,2025. 12. 16 오후 4:56:42,https://www.homuro.co.kr/all,호무로,상품목록,Mobile 4G,26,개선 필요,9.68,51.68,2623,19.48,49초,"Speed Index, LCP 분석, 글꼴 표시, 사용하지 않는 자바스크립트 줄이기, 자바스크립트 실행 시간 단축","Speed Index: 19.5 초 | 글꼴 표시: 예상 절감 시간: 10밀리초 | 사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 1,619KiB"
190,2025. 12. 16 오후 4:56:42,https://www.homuro.co.kr/all/?idx=579,호무로,상품상세,Mobile 4G,24,개선 필요,9.3,51.53,4683,25.62,124초,"이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, Time to Interactive, Speed Index, First Contentful Paint, 글꼴 표시",Time to Interactive: 73.6 초 | Speed Index: 25.6 초 | First Contentful Paint: 9.3 초
191,2025. 12. 16 오후 4:56:42,https://mynormal.shop/,마이노멀,홈,Mobile 4G,6,개선 필요,12.9,74.83,1184,32.27,60초,"글꼴 표시, Cumulative Layout Shift, 레이아웃 변경 원인, 자바스크립트 실행 시간 단축, 네트워크 페이로드가 커지지 않도록 관리하기",글꼴 표시: 예상 절감 시간: 110밀리초 | Cumulative Layout Shift: 1.593 | 자바스크립트 실행 시간 단축: 6.1 초
192,2025. 12. 16 오후 4:56:42,https://mynormal.shop/all-products,마이노멀,상품목록,Mobile 4G,13,개선 필요,12.53,24.9,705,18.56,43초,"LCP 요청 탐색, 자바스크립트 실행 시간 단축, Cumulative Layout Shift, 이미지 전송 개선, 레거시 JavaScript",자바스크립트 실행 시간 단축: 3.2 초 | Cumulative Layout Shift: 1 | 이미지 전송 개선: 예상 절감 용량: 177KiB
193,2025. 12. 16 오후 4:56:42,https://mynormal.shop/shop_view/?idx=369,마이노멀,상품상세,Mobile 4G,27,개선 필요,12.45,15.45,1363,22.23,107초,"Cumulative Layout Shift, 렌더링 차단 요청, Largest Contentful Paint, 레거시 JavaScript, Time to Interactive","Cumulative Layout Shift: 0.103 | 렌더링 차단 요청: 예상 절감 시간: 12,450밀리초 | Largest Contentful Paint: 15.5 초"
194,2025. 12. 16 오후 4:56:42,https://dearlabs.kr/,디어랩스,홈,Mobile 4G,30,개선 필요,11.78,12.15,1294,18.15,38초,"강제 실행된 리플로우, 네트워크 종속 항목 트리, LCP 요청 탐색, 글꼴 표시, 자바스크립트 줄이기",글꼴 표시: 예상 절감 시간: 90밀리초 | 자바스크립트 줄이기: 예상 절감 용량: 275KiB
195,2025. 12. 16 오후 5:13:40,https://dearlabs.kr/STORE-ALL,디어랩스,상품목록,Mobile 4G,6,개선 필요,7.2,34.13,2020,14.43,33초,"네트워크 종속 항목 트리, LCP 요청 탐색, Cumulative Layout Shift, 글꼴 표시, Time to Interactive",Cumulative Layout Shift: 0.536 | 글꼴 표시: 예상 절감 시간: 90밀리초 | Time to Interactive: 34.1 초
196,2025. 12. 16 오후 5:13:40,https://dearlabs.kr/STORE-ALL/?idx=11,디어랩스,상품상세,Mobile 4G,2,개선 필요,5.78,12.15,3432,28.02,53초,"사용하지 않는 자바스크립트 줄이기, 효율적인 캐시 수명 사용, 레이아웃 변경 원인, 강제 실행된 리플로우, 이미지 전송 개선","사용하지 않는 자바스크립트 줄이기: 예상 절감 용량: 2,241KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 9,449KiB | 이미지 전송 개선: 예상 절감 용량: 2,173KiB"
197,2025. 12. 16 오후 5:13:40,https://www.toxwell.co.kr/,톡스웰,홈,Mobile 4G,37,개선 필요,4.95,22.2,844,12.14,37초,"강제 실행된 리플로우, Largest Contentful Paint, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 최대 첫 입력 지연 예상 시간, First Contentful Paint",Largest Contentful Paint: 22.2 초 | 최대 첫 입력 지연 예상 시간: 370 밀리초 | First Contentful Paint: 5.0 초
198,2025. 12. 16 오후 5:13:40,https://www.toxwell.co.kr/shop_view/?idx=31,톡스웰,상품상세,Mobile 4G,28,개선 필요,4.95,34.53,2015,16.66,47초,"자바스크립트 줄이기, 네트워크 종속 항목 트리, 글꼴 표시, LCP 분석, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다",자바스크립트 줄이기: 예상 절감 용량: 356KiB | 글꼴 표시: 예상 절감 시간: 600밀리초
199,2025. 12. 16 오후 5:13:40,https://seapuri.co.kr/,씨퓨리,홈,Mobile 4G,23,개선 필요,25.2,67.69,330,26.06,43초,"Time to Interactive, 자바스크립트 줄이기, 효율적인 캐시 수명 사용, 네트워크 페이로드가 커지지 않도록 관리하기, 자바스크립트 실행 시간 단축","Time to Interactive: 71.4 초 | 자바스크립트 줄이기: 예상 절감 용량: 239KiB | 효율적인 캐시 수명 사용: 예상 절감 용량: 18,747KiB"
200,2025. 12. 16 오후 5:13:40,https://seapuri.co.kr/all,씨퓨리,상품목록,Mobile 4G,22,개선 필요,25.35,57.3,380,25.35,48초,"Speed Index, 레거시 JavaScript, LCP 요청 탐색, 이미지 요소에 `width` 및 `height`가 명시되어 있지 않습니다, 네트워크 종속 항목 트리",Speed Index: 25.4 초 | 레거시 JavaScript: 예상 절감 용량: 43KiB
201,2025. 12. 16 오후 5:13:40,https://seapuri.co.kr/shop/?idx=192,씨퓨리,상품상세,Mobile 4G,9,개선 필요,27.08,106.59,972,27.08,105초,"LCP 분석, First Contentful Paint, Cumulative Layout Shift, Total Blocking Time, 글꼴 표시",First Contentful Paint: 27.1 초 | Cumulative Layout Shift: 1 | Total Blocking Time: 970 밀리초
